epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1638655229902,2021-12-04T16:00:29.902,2.262,-0.032,0.930,0.194
1638655229982,2021-12-04T16:00:29.982,2.342,-0.152,0.976,0.153
1638655230063,2021-12-04T16:00:30.063,2.423,-0.221,1.032,0.160
1638655230143,2021-12-04T16:00:30.143,2.503,-0.186,1.010,0.166
1638655230224,2021-12-04T16:00:30.224,2.584,-0.139,0.948,0.166
1638655230305,2021-12-04T16:00:30.305,2.665,-0.026,1.041,0.151
1638655230385,2021-12-04T16:00:30.385,2.745,-0.110,0.774,0.463
1638655230466,2021-12-04T16:00:30.466,2.826,-0.044,1.044,0.417
1638655230548,2021-12-04T16:00:30.548,2.908,-0.138,0.844,0.350
1638655230628,2021-12-04T16:00:30.628,2.988,-0.066,0.770,0.309
1638655230709,2021-12-04T16:00:30.709,3.069,-0.001,0.778,0.325
1638655230789,2021-12-04T16:00:30.789,3.149,0.207,0.835,0.358
1638655230870,2021-12-04T16:00:30.870,3.230,0.037,0.782,0.367
1638655230951,2021-12-04T16:00:30.951,3.311,-0.672,0.646,0.257
1638655231031,2021-12-04T16:00:31.031,3.391,-0.330,0.795,0.574
1638655231113,2021-12-04T16:00:31.113,3.473,-0.194,0.722,0.817
1638655231194,2021-12-04T16:00:31.194,3.554,0.070,0.564,0.774
1638655231274,2021-12-04T16:00:31.274,3.634,0.056,0.452,0.713
1638655231355,2021-12-04T16:00:31.355,3.715,-0.245,0.189,0.735
1638655231435,2021-12-04T16:00:31.435,3.795,-0.806,-0.419,0.473
1638655231516,2021-12-04T16:00:31.516,3.876,-1.001,0.304,0.397
1638655231597,2021-12-04T16:00:31.597,3.957,-0.558,0.439,0.429
1638655231677,2021-12-04T16:00:31.677,4.037,-1.442,0.075,0.478
1638655231759,2021-12-04T16:00:31.759,4.119,-1.871,0.716,-0.062
1638655231840,2021-12-04T16:00:31.840,4.200,-0.363,0.315,-0.665
1638655231920,2021-12-04T16:00:31.920,4.280,-0.906,0.013,-0.781
1638655232001,2021-12-04T16:00:32.001,4.361,-0.966,-0.070,-0.936
1638655232081,2021-12-04T16:00:32.081,4.441,-0.615,0.055,-0.942
1638655232162,2021-12-04T16:00:32.162,4.522,-0.589,0.176,-0.872
1638655232243,2021-12-04T16:00:32.243,4.603,-0.617,0.213,-0.809
1638655232323,2021-12-04T16:00:32.323,4.683,-0.630,0.191,-0.767
1638655232405,2021-12-04T16:00:32.405,4.765,-0.611,0.265,-0.817
1638655232486,2021-12-04T16:00:32.486,4.846,-0.606,0.303,-0.805
1638655232566,2021-12-04T16:00:32.566,4.926,-0.633,0.369,-0.746
1638655232647,2021-12-04T16:00:32.647,5.007,-0.619,0.405,-0.771
1638655232727,2021-12-04T16:00:32.727,5.087,-0.551,0.490,-0.733
1638655232808,2021-12-04T16:00:32.808,5.168,-0.624,0.595,-0.581
1638655232889,2021-12-04T16:00:32.889,5.249,-0.620,0.570,-0.559
1638655232969,2021-12-04T16:00:32.969,5.329,-0.611,0.682,-0.464
1638655233051,2021-12-04T16:00:33.051,5.411,-0.673,0.671,-0.400
1638655233132,2021-12-04T16:00:33.132,5.492,-0.613,0.557,-0.532
1638655233212,2021-12-04T16:00:33.212,5.572,-0.581,0.864,-0.367
1638655233293,2021-12-04T16:00:33.293,5.653,-0.730,0.868,-0.245
1638655233373,2021-12-04T16:00:33.373,5.733,-0.792,0.842,-0.258
1638655233454,2021-12-04T16:00:33.454,5.814,-0.639,0.838,-0.244
1638655233535,2021-12-04T16:00:33.535,5.895,-0.510,0.651,-0.199
1638655233617,2021-12-04T16:00:33.617,5.977,-0.396,0.635,-0.198
1638655233697,2021-12-04T16:00:33.697,6.057,-0.550,0.605,-0.174
1638655233778,2021-12-04T16:00:33.778,6.138,-0.590,0.609,-0.178
1638655233858,2021-12-04T16:00:33.858,6.218,-0.627,0.706,-0.114
1638655233939,2021-12-04T16:00:33.939,6.299,-0.387,0.503,-0.136
1638655234019,2021-12-04T16:00:34.019,6.379,-1.046,1.885,-0.136
1638655234100,2021-12-04T16:00:34.100,6.460,-0.583,1.591,0.232
1638655234181,2021-12-04T16:00:34.181,6.541,0.004,1.002,0.266
1638655234263,2021-12-04T16:00:34.263,6.623,-0.039,0.660,0.221
1638655234343,2021-12-04T16:00:34.343,6.703,-0.046,0.857,0.284
1638655234424,2021-12-04T16:00:34.424,6.784,-0.021,0.834,0.427
1638655234504,2021-12-04T16:00:34.504,6.864,0.015,0.819,0.474
1638655234585,2021-12-04T16:00:34.585,6.945,0.044,0.729,0.474
1638655234665,2021-12-04T16:00:34.665,7.025,0.000,0.719,0.412
1638655234746,2021-12-04T16:00:34.746,7.106,-0.116,0.832,0.388
1638655234827,2021-12-04T16:00:34.827,7.187,-0.134,0.790,0.372
1638655234909,2021-12-04T16:00:34.909,7.269,-0.040,0.729,0.412
1638655234989,2021-12-04T16:00:34.989,7.349,-0.117,0.695,0.497
1638655235070,2021-12-04T16:00:35.070,7.430,-0.240,0.796,0.371
1638655235150,2021-12-04T16:00:35.150,7.510,-0.202,0.918,0.315
1638655235231,2021-12-04T16:00:35.231,7.591,-0.274,0.910,0.334
1638655235311,2021-12-04T16:00:35.311,7.671,-0.292,0.913,0.282
1638655235392,2021-12-04T16:00:35.392,7.752,-0.340,0.883,0.205
1638655235474,2021-12-04T16:00:35.474,7.834,-0.291,0.888,0.204
1638655235555,2021-12-04T16:00:35.555,7.915,-0.153,1.162,0.229
1638655235635,2021-12-04T16:00:35.635,7.995,-0.159,0.930,0.393
1638655235716,2021-12-04T16:00:35.716,8.076,0.096,0.847,0.315
1638655235796,2021-12-04T16:00:35.796,8.156,0.000,1.025,0.332
1638655235877,2021-12-04T16:00:35.877,8.237,-0.105,0.911,0.311
1638655235957,2021-12-04T16:00:35.957,8.317,-0.057,0.938,0.272
1638655236038,2021-12-04T16:00:36.038,8.398,-0.048,0.992,0.250
1638655236120,2021-12-04T16:00:36.120,8.480,-0.039,0.954,0.200
1638655236201,2021-12-04T16:00:36.201,8.561,-0.111,0.988,0.163
1638655236281,2021-12-04T16:00:36.281,8.641,-0.112,1.084,0.199
1638655236362,2021-12-04T16:00:36.362,8.722,0.038,0.874,0.407
1638655236442,2021-12-04T16:00:36.442,8.802,-0.249,0.879,0.388
1638655236523,2021-12-04T16:00:36.523,8.883,-0.190,1.047,0.313
1638655236603,2021-12-04T16:00:36.603,8.963,-0.177,0.907,0.295
1638655236684,2021-12-04T16:00:36.684,9.044,-0.303,0.824,0.264
1638655236766,2021-12-04T16:00:36.766,9.126,-0.147,0.945,0.169
1638655236847,2021-12-04T16:00:36.847,9.207,-0.054,1.030,0.289
1638655236927,2021-12-04T16:00:36.927,9.287,-0.042,0.858,0.395
1638655237008,2021-12-04T16:00:37.008,9.368,0.080,0.964,0.348
1638655237088,2021-12-04T16:00:37.088,9.448,0.110,0.961,0.327
1638655237169,2021-12-04T16:00:37.169,9.529,0.032,0.920,0.341
1638655237249,2021-12-04T16:00:37.249,9.609,0.050,0.946,0.316
1638655237331,2021-12-04T16:00:37.331,9.691,0.088,0.975,0.319
1638655237412,2021-12-04T16:00:37.412,9.772,0.102,0.963,0.330
1638655237493,2021-12-04T16:00:37.493,9.853,0.087,0.929,0.311
1638655237573,2021-12-04T16:00:37.573,9.933,0.013,0.978,0.266
1638655237654,2021-12-04T16:00:37.654,10.014,-0.073,0.993,0.289
1638655237734,2021-12-04T16:00:37.734,10.094,-0.093,0.833,0.354
1638655237815,2021-12-04T16:00:37.815,10.175,-0.208,0.958,0.301
1638655237895,2021-12-04T16:00:37.895,10.255,-0.224,1.013,0.316
1638655237977,2021-12-04T16:00:37.977,10.337,-0.203,0.947,0.316
1638655238058,2021-12-04T16:00:38.058,10.418,-0.202,0.925,0.290
1638655238139,2021-12-04T16:00:38.139,10.499,-0.167,0.913,0.259
1638655238219,2021-12-04T16:00:38.219,10.579,-0.108,0.939,0.271
1638655238300,2021-12-04T16:00:38.300,10.660,-0.170,0.946,0.299
1638655238380,2021-12-04T16:00:38.380,10.740,-0.193,0.936,0.298
1638655238461,2021-12-04T16:00:38.461,10.821,-0.183,0.924,0.312
1638655238543,2021-12-04T16:00:38.543,10.903,-0.169,0.930,0.305
1638655238623,2021-12-04T16:00:38.623,10.983,-0.145,0.943,0.296
1638655238704,2021-12-04T16:00:38.704,11.064,-0.158,0.931,0.312
1638655238785,2021-12-04T16:00:38.785,11.145,-0.169,0.938,0.308
1638655238865,2021-12-04T16:00:38.865,11.225,-0.159,0.941,0.295
1638655238946,2021-12-04T16:00:38.946,11.306,-0.150,0.944,0.298
1638655239026,2021-12-04T16:00:39.026,11.386,-0.142,0.945,0.298
1638655239107,2021-12-04T16:00:39.107,11.467,-0.140,0.942,0.297
1638655239189,2021-12-04T16:00:39.189,11.549,-0.143,0.942,0.293
1638655239269,2021-12-04T16:00:39.269,11.629,-0.142,0.943,0.293
1638655239350,2021-12-04T16:00:39.350,11.710,-0.135,0.941,0.296
1638655239431,2021-12-04T16:00:39.431,11.791,-0.131,0.940,0.294
1638655239511,2021-12-04T16:00:39.511,11.871,-0.129,0.941,0.294
1638655239592,2021-12-04T16:00:39.592,11.952,-0.137,0.949,0.292
1638655239672,2021-12-04T16:00:39.672,12.032,-0.138,0.942,0.292
1638655239754,2021-12-04T16:00:39.754,12.114,-0.136,0.940,0.290
1638655239835,2021-12-04T16:00:39.835,12.195,-0.140,0.944,0.287
1638655239915,2021-12-04T16:00:39.915,12.275,-0.143,0.945,0.281
1638655239996,2021-12-04T16:00:39.996,12.356,-0.151,0.947,0.281
1638655240077,2021-12-04T16:00:40.077,12.437,-0.152,0.946,0.284
1638655240157,2021-12-04T16:00:40.157,12.517,-0.154,0.940,0.286
1638655240238,2021-12-04T16:00:40.238,12.598,-0.149,0.949,0.281
1638655240318,2021-12-04T16:00:40.318,12.678,-0.157,0.945,0.280
1638655240400,2021-12-04T16:00:40.400,12.760,-0.169,0.940,0.261
1638655240481,2021-12-04T16:00:40.481,12.841,-0.167,0.959,0.250
1638655240561,2021-12-04T16:00:40.561,12.921,-0.167,0.951,0.249
1638655240642,2021-12-04T16:00:40.642,13.002,-0.119,0.969,0.218
1638655240723,2021-12-04T16:00:40.723,13.083,-0.104,0.977,0.252
1638655240803,2021-12-04T16:00:40.803,13.163,-0.164,0.932,0.274
1638655240884,2021-12-04T16:00:40.884,13.244,-0.129,0.956,0.239
1638655240964,2021-12-04T16:00:40.964,13.324,-0.108,0.957,0.243
