epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1638654260345,2021-12-04T15:44:20.345,6.458,-0.210,0.868,0.391
1638654260427,2021-12-04T15:44:20.427,6.540,-0.156,0.851,0.540
1638654260508,2021-12-04T15:44:20.508,6.621,0.075,0.742,0.611
1638654260589,2021-12-04T15:44:20.589,6.702,0.010,0.746,0.643
1638654260669,2021-12-04T15:44:20.669,6.782,0.026,0.786,0.615
1638654260750,2021-12-04T15:44:20.750,6.863,0.012,0.707,0.575
1638654260830,2021-12-04T15:44:20.830,6.943,0.018,0.751,0.545
1638654260911,2021-12-04T15:44:20.911,7.024,-0.014,0.790,0.536
1638654260991,2021-12-04T15:44:20.991,7.104,-0.038,0.708,0.448
1638654261073,2021-12-04T15:44:21.073,7.186,-0.145,0.508,0.362
1638654261154,2021-12-04T15:44:21.154,7.267,-0.141,0.724,0.461
1638654261235,2021-12-04T15:44:21.235,7.348,-0.091,0.952,0.332
1638654261315,2021-12-04T15:44:21.315,7.428,-0.094,0.923,0.222
1638654261396,2021-12-04T15:44:21.396,7.509,0.045,0.940,0.109
1638654261476,2021-12-04T15:44:21.476,7.589,-0.069,0.959,0.272
1638654261557,2021-12-04T15:44:21.557,7.670,-0.141,1.136,0.558
1638654261637,2021-12-04T15:44:21.637,7.750,0.041,0.810,0.440
1638654261718,2021-12-04T15:44:21.718,7.831,-0.195,0.959,0.386
1638654261800,2021-12-04T15:44:21.800,7.913,-0.129,0.846,0.359
1638654261881,2021-12-04T15:44:21.881,7.994,-0.117,0.899,0.364
1638654261961,2021-12-04T15:44:21.961,8.074,-0.174,0.934,0.375
1638654262042,2021-12-04T15:44:22.042,8.155,-0.175,0.897,0.355
1638654262122,2021-12-04T15:44:22.122,8.235,-0.194,0.964,0.312
1638654262203,2021-12-04T15:44:22.203,8.316,-0.110,0.959,0.319
1638654262283,2021-12-04T15:44:22.283,8.396,-0.144,0.925,0.322
1638654262364,2021-12-04T15:44:22.364,8.477,-0.178,0.943,0.311
1638654262446,2021-12-04T15:44:22.446,8.559,-0.166,0.952,0.305
1638654262527,2021-12-04T15:44:22.527,8.640,-0.174,0.944,0.299
1638654262607,2021-12-04T15:44:22.607,8.720,-0.181,0.940,0.281
1638654262688,2021-12-04T15:44:22.688,8.801,-0.191,0.941,0.273
1638654262768,2021-12-04T15:44:22.768,8.881,-0.205,0.951,0.270
1638654262849,2021-12-04T15:44:22.849,8.962,-0.208,0.943,0.262
1638654262929,2021-12-04T15:44:22.929,9.042,-0.198,0.933,0.252
1638654263010,2021-12-04T15:44:23.010,9.123,-0.191,0.949,0.249
1638654263090,2021-12-04T15:44:23.090,9.203,-0.199,0.957,0.248
1638654263173,2021-12-04T15:44:23.173,9.286,-0.198,0.946,0.229
1638654263253,2021-12-04T15:44:23.253,9.366,-0.180,0.955,0.221
1638654263334,2021-12-04T15:44:23.334,9.447,-0.158,0.955,0.209
1638654263414,2021-12-04T15:44:23.414,9.527,-0.143,0.958,0.187
1638654263495,2021-12-04T15:44:23.495,9.608,-0.118,0.978,0.175
1638654263575,2021-12-04T15:44:23.575,9.688,-0.097,0.987,0.168
1638654263656,2021-12-04T15:44:23.656,9.769,-0.099,1.014,0.161
1638654263736,2021-12-04T15:44:23.736,9.849,-0.091,0.993,0.148
1638654263819,2021-12-04T15:44:23.819,9.932,-0.082,0.997,0.147
1638654263899,2021-12-04T15:44:23.899,10.012,-0.057,0.977,0.154
1638654263980,2021-12-04T15:44:23.980,10.093,-0.087,0.950,0.158
1638654264060,2021-12-04T15:44:24.060,10.173,-0.093,0.970,0.189
1638654264141,2021-12-04T15:44:24.141,10.254,-0.076,0.925,0.133
1638654264221,2021-12-04T15:44:24.221,10.334,-0.075,1.047,0.073
1638654264302,2021-12-04T15:44:24.302,10.415,-0.073,1.052,0.082
1638654264382,2021-12-04T15:44:24.382,10.495,-0.031,0.958,0.086
1638654264465,2021-12-04T15:44:24.465,10.578,-0.028,0.968,0.083
1638654264545,2021-12-04T15:44:24.545,10.658,-0.051,1.016,0.083
1638654264626,2021-12-04T15:44:24.626,10.739,-0.032,1.002,0.078
1638654264706,2021-12-04T15:44:24.706,10.819,-0.029,0.999,0.086
1638654264787,2021-12-04T15:44:24.787,10.900,-0.018,0.998,0.088
1638654264867,2021-12-04T15:44:24.867,10.980,-0.006,0.994,0.073
1638654264948,2021-12-04T15:44:24.948,11.061,0.016,0.986,0.046
1638654265028,2021-12-04T15:44:25.028,11.141,0.035,1.000,0.050
1638654265111,2021-12-04T15:44:25.111,11.224,-0.028,1.015,0.087
1638654265191,2021-12-04T15:44:25.191,11.304,-0.095,1.051,0.125
1638654265272,2021-12-04T15:44:25.272,11.385,0.007,0.971,0.094
1638654265352,2021-12-04T15:44:25.352,11.465,0.015,0.967,0.098
1638654265433,2021-12-04T15:44:25.433,11.546,-0.072,0.994,0.147
1638654265513,2021-12-04T15:44:25.513,11.626,-0.020,0.974,0.170
1638654265594,2021-12-04T15:44:25.594,11.707,-0.048,0.979,0.189
1638654265674,2021-12-04T15:44:25.674,11.787,-0.141,0.980,0.215
1638654265757,2021-12-04T15:44:25.757,11.870,-0.152,0.960,0.209
1638654265837,2021-12-04T15:44:25.837,11.950,-0.164,0.956,0.194
1638654265918,2021-12-04T15:44:25.918,12.031,-0.157,0.969,0.188
1638654265998,2021-12-04T15:44:25.998,12.111,-0.146,0.977,0.185
1638654266079,2021-12-04T15:44:26.079,12.192,-0.152,0.980,0.189
1638654266159,2021-12-04T15:44:26.159,12.272,-0.157,0.982,0.190
1638654266240,2021-12-04T15:44:26.240,12.353,-0.174,0.973,0.188
1638654266322,2021-12-04T15:44:26.322,12.435,-0.188,0.976,0.193
1638654266402,2021-12-04T15:44:26.402,12.515,-0.195,0.970,0.212
1638654266483,2021-12-04T15:44:26.483,12.596,-0.210,0.945,0.194
1638654266564,2021-12-04T15:44:26.564,12.677,-0.192,0.884,0.171
1638654266644,2021-12-04T15:44:26.644,12.757,-0.152,0.942,0.165
1638654266725,2021-12-04T15:44:26.725,12.838,-0.113,1.058,0.184
1638654266805,2021-12-04T15:44:26.805,12.918,-0.103,0.963,0.194
1638654266886,2021-12-04T15:44:26.886,12.999,-0.064,0.980,0.167
1638654266968,2021-12-04T15:44:26.968,13.081,-0.073,0.987,0.140
1638654267048,2021-12-04T15:44:27.048,13.161,-0.050,0.985,0.128
1638654267129,2021-12-04T15:44:27.129,13.242,-0.021,0.993,0.123
1638654267210,2021-12-04T15:44:27.210,13.323,-0.013,0.998,0.124
1638654267290,2021-12-04T15:44:27.290,13.403,-0.018,0.995,0.134
1638654267371,2021-12-04T15:44:27.371,13.484,-0.023,0.989,0.138
1638654267451,2021-12-04T15:44:27.451,13.564,-0.030,0.982,0.150
1638654267532,2021-12-04T15:44:27.532,13.645,-0.033,0.981,0.146
1638654267614,2021-12-04T15:44:27.614,13.727,-0.028,0.990,0.149
1638654267694,2021-12-04T15:44:27.694,13.807,-0.037,0.985,0.164
1638654267775,2021-12-04T15:44:27.775,13.888,-0.046,0.986,0.183
1638654267856,2021-12-04T15:44:27.856,13.969,-0.060,0.979,0.219
1638654267936,2021-12-04T15:44:27.936,14.049,-0.063,0.992,0.199
1638654268017,2021-12-04T15:44:28.017,14.130,-0.056,1.016,0.173
1638654268097,2021-12-04T15:44:28.097,14.210,-0.047,0.957,0.222
1638654268178,2021-12-04T15:44:28.178,14.291,-0.046,0.975,0.225
1638654268260,2021-12-04T15:44:28.260,14.373,-0.067,0.953,0.273
1638654268340,2021-12-04T15:44:28.340,14.453,-0.078,0.931,0.318
1638654268421,2021-12-04T15:44:28.421,14.534,-0.089,0.958,0.313
1638654268502,2021-12-04T15:44:28.502,14.615,-0.064,0.938,0.334
1638654268582,2021-12-04T15:44:28.582,14.695,-0.067,0.917,0.357
1638654268663,2021-12-04T15:44:28.663,14.776,-0.083,0.928,0.366
1638654268743,2021-12-04T15:44:28.743,14.856,-0.072,0.932,0.373
1638654268825,2021-12-04T15:44:28.825,14.938,-0.073,0.929,0.375
1638654268906,2021-12-04T15:44:28.906,15.019,-0.075,0.925,0.378
1638654268986,2021-12-04T15:44:28.986,15.099,-0.073,0.926,0.383
1638654269067,2021-12-04T15:44:29.067,15.180,-0.071,0.925,0.387
1638654269148,2021-12-04T15:44:29.148,15.261,-0.072,0.918,0.399
1638654269228,2021-12-04T15:44:29.228,15.341,-0.071,0.917,0.399
1638654269309,2021-12-04T15:44:29.309,15.422,-0.076,0.931,0.402
1638654269389,2021-12-04T15:44:29.389,15.502,-0.073,0.905,0.424
1638654269471,2021-12-04T15:44:29.471,15.584,-0.065,0.907,0.435
1638654269552,2021-12-04T15:44:29.552,15.665,-0.061,0.899,0.443
1638654269632,2021-12-04T15:44:29.632,15.745,-0.080,0.899,0.450
1638654269713,2021-12-04T15:44:29.713,15.826,-0.048,0.872,0.473
1638654269794,2021-12-04T15:44:29.794,15.907,-0.056,0.858,0.499
1638654269874,2021-12-04T15:44:29.874,15.987,-0.061,0.859,0.514
1638654269955,2021-12-04T15:44:29.955,16.068,-0.058,0.863,0.517
1638654270035,2021-12-04T15:44:30.035,16.148,-0.070,0.858,0.522
1638654270117,2021-12-04T15:44:30.117,16.230,-0.079,0.854,0.525
1638654270198,2021-12-04T15:44:30.198,16.311,-0.070,0.857,0.521
1638654270278,2021-12-04T15:44:30.278,16.391,-0.057,0.865,0.516
1638654270359,2021-12-04T15:44:30.359,16.472,-0.058,0.861,0.518
1638654270440,2021-12-04T15:44:30.440,16.553,-0.063,0.857,0.520
1638654270520,2021-12-04T15:44:30.520,16.633,-0.066,0.856,0.521
1638654270601,2021-12-04T15:44:30.601,16.714,-0.069,0.859,0.519
1638654270681,2021-12-04T15:44:30.681,16.794,-0.069,0.858,0.518
1638654270763,2021-12-04T15:44:30.763,16.876,-0.070,0.856,0.519
1638654270844,2021-12-04T15:44:30.844,16.957,-0.071,0.861,0.517
1638654270924,2021-12-04T15:44:30.924,17.037,-0.067,0.864,0.510
1638654271005,2021-12-04T15:44:31.005,17.118,-0.062,0.873,0.508
1638654271086,2021-12-04T15:44:31.086,17.199,-0.072,0.864,0.506
1638654271166,2021-12-04T15:44:31.166,17.279,-0.073,0.865,0.503
1638654271247,2021-12-04T15:44:31.247,17.360,-0.064,0.871,0.500
1638654271329,2021-12-04T15:44:31.329,17.442,-0.066,0.873,0.499
1638654271409,2021-12-04T15:44:31.409,17.522,-0.067,0.871,0.500
1638654271490,2021-12-04T15:44:31.490,17.603,-0.066,0.872,0.500
1638654271570,2021-12-04T15:44:31.570,17.683,-0.067,0.871,0.500
1638654271651,2021-12-04T15:44:31.651,17.764,-0.069,0.873,0.498
1638654271732,2021-12-04T15:44:31.732,17.845,-0.068,0.871,0.497
1638654271812,2021-12-04T15:44:31.812,17.925,-0.071,0.873,0.495
1638654271893,2021-12-04T15:44:31.893,18.006,-0.070,0.872,0.497
1638654271975,2021-12-04T15:44:31.975,18.088,-0.068,0.874,0.499
1638654272055,2021-12-04T15:44:32.055,18.168,-0.070,0.871,0.499
1638654272136,2021-12-04T15:44:32.136,18.249,-0.072,0.869,0.500
1638654272216,2021-12-04T15:44:32.216,18.329,-0.069,0.868,0.502
1638654272297,2021-12-04T15:44:32.297,18.410,-0.068,0.868,0.502
1638654272378,2021-12-04T15:44:32.378,18.491,-0.070,0.867,0.502
1638654272458,2021-12-04T15:44:32.458,18.571,-0.071,0.869,0.505
1638654272539,2021-12-04T15:44:32.539,18.652,-0.066,0.868,0.505
1638654272621,2021-12-04T15:44:32.621,18.734,-0.072,0.865,0.505
1638654272701,2021-12-04T15:44:32.701,18.814,-0.072,0.865,0.505
1638654272782,2021-12-04T15:44:32.782,18.895,-0.069,0.866,0.504
1638654272862,2021-12-04T15:44:32.862,18.975,-0.068,0.867,0.506
1638654272943,2021-12-04T15:44:32.943,19.056,-0.069,0.867,0.505
1638654273024,2021-12-04T15:44:33.024,19.137,-0.066,0.868,0.506
1638654273104,2021-12-04T15:44:33.104,19.217,-0.065,0.866,0.509
1638654273185,2021-12-04T15:44:33.185,19.298,-0.067,0.866,0.508
1638654273267,2021-12-04T15:44:33.267,19.380,-0.068,0.865,0.508
1638654273347,2021-12-04T15:44:33.347,19.460,-0.067,0.865,0.507
1638654273428,2021-12-04T15:44:33.428,19.541,-0.070,0.866,0.505
1638654273508,2021-12-04T15:44:33.508,19.621,-0.073,0.866,0.503
1638654273589,2021-12-04T15:44:33.589,19.702,-0.071,0.870,0.500
1638654273670,2021-12-04T15:44:33.670,19.783,-0.071,0.870,0.500
1638654273750,2021-12-04T15:44:33.750,19.863,-0.068,0.875,0.500
1638654273831,2021-12-04T15:44:33.831,19.944,-0.064,0.871,0.500
1638654273913,2021-12-04T15:44:33.913,20.026,-0.067,0.868,0.499
1638654273993,2021-12-04T15:44:33.993,20.106,-0.073,0.872,0.497
1638654274074,2021-12-04T15:44:34.074,20.187,-0.070,0.875,0.497
1638654274154,2021-12-04T15:44:34.154,20.267,-0.067,0.871,0.496
1638654274235,2021-12-04T15:44:34.235,20.348,-0.074,0.869,0.495
1638654274316,2021-12-04T15:44:34.316,20.429,-0.071,0.874,0.495
1638654274396,2021-12-04T15:44:34.396,20.509,-0.064,0.873,0.494
1638654274478,2021-12-04T15:44:34.478,20.591,-0.067,0.875,0.491
1638654274559,2021-12-04T15:44:34.559,20.672,-0.068,0.875,0.493
1638654274639,2021-12-04T15:44:34.639,20.752,-0.067,0.875,0.495
1638654274720,2021-12-04T15:44:34.720,20.833,-0.066,0.877,0.494
1638654274800,2021-12-04T15:44:34.800,20.913,-0.066,0.873,0.495
1638654274881,2021-12-04T15:44:34.881,20.994,-0.066,0.873,0.496
1638654274962,2021-12-04T15:44:34.962,21.075,-0.066,0.874,0.497
1638654275042,2021-12-04T15:44:35.042,21.155,-0.068,0.872,0.499
1638654275124,2021-12-04T15:44:35.124,21.237,-0.070,0.870,0.499
1638654275205,2021-12-04T15:44:35.205,21.318,-0.073,0.869,0.498
1638654275285,2021-12-04T15:44:35.285,21.398,-0.073,0.873,0.495
1638654275366,2021-12-04T15:44:35.366,21.479,-0.071,0.874,0.495
1638654275446,2021-12-04T15:44:35.446,21.559,-0.074,0.871,0.497
1638654275527,2021-12-04T15:44:35.527,21.640,-0.077,0.871,0.499
1638654275608,2021-12-04T15:44:35.608,21.721,-0.074,0.869,0.500
1638654275690,2021-12-04T15:44:35.690,21.803,-0.074,0.869,0.503
1638654275770,2021-12-04T15:44:35.770,21.883,-0.069,0.870,0.505
1638654275851,2021-12-04T15:44:35.851,21.964,-0.067,0.863,0.506
1638654275931,2021-12-04T15:44:35.931,22.044,-0.072,0.863,0.506
1638654276012,2021-12-04T15:44:36.012,22.125,-0.069,0.868,0.504
1638654276092,2021-12-04T15:44:36.092,22.205,-0.068,0.868,0.501
1638654276173,2021-12-04T15:44:36.173,22.286,-0.069,0.867,0.500
1638654276254,2021-12-04T15:44:36.254,22.367,-0.071,0.869,0.498
1638654276336,2021-12-04T15:44:36.336,22.449,-0.073,0.870,0.497
1638654276416,2021-12-04T15:44:36.416,22.529,-0.069,0.874,0.499
1638654276497,2021-12-04T15:44:36.497,22.610,-0.066,0.873,0.499
1638654276577,2021-12-04T15:44:36.577,22.690,-0.067,0.871,0.499
1638654276658,2021-12-04T15:44:36.658,22.771,-0.065,0.872,0.500
1638654276738,2021-12-04T15:44:36.738,22.851,-0.066,0.872,0.500
1638654276819,2021-12-04T15:44:36.819,22.932,-0.067,0.872,0.501
1638654276901,2021-12-04T15:44:36.901,23.014,-0.066,0.869,0.503
1638654276982,2021-12-04T15:44:36.982,23.095,-0.067,0.867,0.502
1638654277062,2021-12-04T15:44:37.062,23.175,-0.068,0.870,0.502
1638654277143,2021-12-04T15:44:37.143,23.256,-0.068,0.869,0.502
1638654277223,2021-12-04T15:44:37.223,23.336,-0.070,0.868,0.503
1638654277304,2021-12-04T15:44:37.304,23.417,-0.071,0.867,0.504
1638654277384,2021-12-04T15:44:37.384,23.497,-0.071,0.867,0.503
1638654277465,2021-12-04T15:44:37.465,23.578,-0.066,0.869,0.499
1638654277547,2021-12-04T15:44:37.547,23.660,-0.067,0.871,0.500
1638654277628,2021-12-04T15:44:37.628,23.741,-0.072,0.870,0.502
1638654277708,2021-12-04T15:44:37.708,23.821,-0.071,0.869,0.500
1638654277789,2021-12-04T15:44:37.789,23.902,-0.068,0.871,0.502
1638654277869,2021-12-04T15:44:37.869,23.982,-0.066,0.869,0.504
1638654277950,2021-12-04T15:44:37.950,24.063,-0.067,0.867,0.504
1638654278030,2021-12-04T15:44:38.030,24.143,-0.063,0.867,0.503
1638654278112,2021-12-04T15:44:38.112,24.225,-0.063,0.871,0.504
1638654278193,2021-12-04T15:44:38.193,24.306,-0.070,0.868,0.507
1638654278274,2021-12-04T15:44:38.274,24.387,-0.073,0.864,0.507
1638654278354,2021-12-04T15:44:38.354,24.467,-0.069,0.865,0.503
1638654278435,2021-12-04T15:44:38.435,24.548,-0.065,0.868,0.500
1638654278515,2021-12-04T15:44:38.515,24.628,-0.070,0.870,0.500
1638654278596,2021-12-04T15:44:38.596,24.709,-0.072,0.869,0.501
1638654278676,2021-12-04T15:44:38.676,24.789,-0.070,0.869,0.498
1638654278758,2021-12-04T15:44:38.758,24.871,-0.065,0.872,0.496
1638654278839,2021-12-04T15:44:38.839,24.952,-0.068,0.875,0.498
1638654278920,2021-12-04T15:44:38.920,25.033,-0.069,0.869,0.499
1638654279000,2021-12-04T15:44:39.000,25.113,-0.066,0.869,0.495
1638654279081,2021-12-04T15:44:39.081,25.194,-0.065,0.875,0.496
1638654279161,2021-12-04T15:44:39.161,25.274,-0.070,0.870,0.499
1638654279242,2021-12-04T15:44:39.242,25.355,-0.071,0.870,0.497
1638654279322,2021-12-04T15:44:39.322,25.435,-0.067,0.872,0.496
1638654279404,2021-12-04T15:44:39.404,25.517,-0.065,0.873,0.496
1638654279485,2021-12-04T15:44:39.485,25.598,-0.069,0.873,0.497
1638654279566,2021-12-04T15:44:39.566,25.679,-0.073,0.871,0.496
1638654279646,2021-12-04T15:44:39.646,25.759,-0.071,0.871,0.496
1638654279727,2021-12-04T15:44:39.727,25.840,-0.068,0.872,0.494
1638654279807,2021-12-04T15:44:39.807,25.920,-0.071,0.872,0.492
1638654279888,2021-12-04T15:44:39.888,26.001,-0.071,0.875,0.491
1638654279968,2021-12-04T15:44:39.968,26.081,-0.067,0.875,0.489
1638654280050,2021-12-04T15:44:40.050,26.163,-0.071,0.878,0.490
1638654280131,2021-12-04T15:44:40.131,26.244,-0.071,0.876,0.489
1638654280212,2021-12-04T15:44:40.212,26.325,-0.066,0.875,0.490
1638654280292,2021-12-04T15:44:40.292,26.405,-0.071,0.875,0.493
1638654280373,2021-12-04T15:44:40.373,26.486,-0.071,0.873,0.492
1638654280453,2021-12-04T15:44:40.453,26.566,-0.072,0.875,0.493
1638654280534,2021-12-04T15:44:40.534,26.647,-0.070,0.873,0.493
1638654280614,2021-12-04T15:44:40.614,26.727,-0.071,0.874,0.494
1638654280696,2021-12-04T15:44:40.696,26.809,-0.071,0.874,0.496
1638654280777,2021-12-04T15:44:40.777,26.890,-0.070,0.873,0.497
1638654280858,2021-12-04T15:44:40.858,26.971,-0.071,0.873,0.501
1638654280938,2021-12-04T15:44:40.938,27.051,-0.073,0.868,0.502
1638654281019,2021-12-04T15:44:41.019,27.132,-0.070,0.866,0.499
1638654281099,2021-12-04T15:44:41.099,27.212,-0.070,0.872,0.500
1638654281180,2021-12-04T15:44:41.180,27.293,-0.074,0.869,0.504
1638654281260,2021-12-04T15:44:41.260,27.373,-0.077,0.866,0.503
1638654281342,2021-12-04T15:44:41.342,27.455,-0.075,0.868,0.502
1638654281423,2021-12-04T15:44:41.423,27.536,-0.072,0.868,0.502
1638654281504,2021-12-04T15:44:41.504,27.617,-0.073,0.868,0.503
1638654281584,2021-12-04T15:44:41.584,27.697,-0.073,0.867,0.504
1638654281665,2021-12-04T15:44:41.665,27.778,-0.070,0.868,0.507
1638654281745,2021-12-04T15:44:41.745,27.858,-0.068,0.867,0.509
1638654281826,2021-12-04T15:44:41.826,27.939,-0.065,0.865,0.508
1638654281906,2021-12-04T15:44:41.906,28.019,-0.066,0.863,0.508
1638654281988,2021-12-04T15:44:41.988,28.101,-0.067,0.863,0.509
1638654282069,2021-12-04T15:44:42.069,28.182,-0.066,0.865,0.510
1638654282150,2021-12-04T15:44:42.150,28.263,-0.068,0.864,0.511
1638654282230,2021-12-04T15:44:42.230,28.343,-0.068,0.863,0.511
1638654282311,2021-12-04T15:44:42.311,28.424,-0.071,0.864,0.506
1638654282391,2021-12-04T15:44:42.391,28.504,-0.065,0.868,0.500
1638654282472,2021-12-04T15:44:42.472,28.585,-0.060,0.871,0.500
1638654282552,2021-12-04T15:44:42.552,28.665,-0.068,0.874,0.507
1638654282634,2021-12-04T15:44:42.634,28.747,-0.092,0.868,0.513
1638654282715,2021-12-04T15:44:42.715,28.828,-0.112,0.858,0.519
1638654282796,2021-12-04T15:44:42.796,28.909,-0.114,0.853,0.515
1638654282876,2021-12-04T15:44:42.876,28.989,-0.105,0.853,0.509
1638654282957,2021-12-04T15:44:42.957,29.070,-0.105,0.856,0.513
1638654283037,2021-12-04T15:44:43.037,29.150,-0.129,0.866,0.524
1638654283118,2021-12-04T15:44:43.118,29.231,-0.141,0.845,0.531
1638654283198,2021-12-04T15:44:43.198,29.311,-0.109,0.836,0.531
1638654283279,2021-12-04T15:44:43.279,29.392,-0.105,0.853,0.537
1638654283361,2021-12-04T15:44:43.361,29.474,-0.110,0.850,0.552
