epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1638655323634,2021-12-04T16:02:03.634,4.765,-0.098,0.973,0.199
1638655323714,2021-12-04T16:02:03.714,4.845,-0.077,0.830,0.338
1638655323795,2021-12-04T16:02:03.795,4.926,-0.076,1.001,0.241
1638655323876,2021-12-04T16:02:03.876,5.007,-0.246,1.085,0.173
1638655323956,2021-12-04T16:02:03.956,5.087,-0.229,0.946,0.135
1638655324038,2021-12-04T16:02:04.038,5.169,-0.373,0.880,0.101
1638655324119,2021-12-04T16:02:04.119,5.250,-0.344,0.840,0.121
1638655324199,2021-12-04T16:02:04.199,5.330,-0.340,1.000,0.097
1638655324280,2021-12-04T16:02:04.280,5.411,-0.098,1.213,0.371
1638655324360,2021-12-04T16:02:04.360,5.491,-0.032,0.805,0.389
1638655324441,2021-12-04T16:02:04.441,5.572,-0.084,1.005,0.317
1638655324522,2021-12-04T16:02:04.522,5.653,-0.044,0.919,0.210
1638655324604,2021-12-04T16:02:04.604,5.735,-0.197,0.880,0.169
1638655324684,2021-12-04T16:02:04.684,5.815,-0.081,0.975,0.163
1638655324765,2021-12-04T16:02:04.765,5.896,-0.044,0.970,0.152
1638655324845,2021-12-04T16:02:04.845,5.976,-0.052,0.976,0.104
1638655324926,2021-12-04T16:02:04.926,6.057,-0.213,1.264,0.327
1638655325006,2021-12-04T16:02:05.006,6.137,-0.038,0.866,0.467
1638655325087,2021-12-04T16:02:05.087,6.218,-0.159,0.859,0.253
1638655325168,2021-12-04T16:02:05.168,6.299,-0.225,0.950,0.245
1638655325250,2021-12-04T16:02:05.250,6.381,-0.060,0.853,0.251
1638655325330,2021-12-04T16:02:05.330,6.461,-0.084,0.949,0.160
1638655325411,2021-12-04T16:02:05.411,6.542,-0.113,0.970,0.134
1638655325491,2021-12-04T16:02:05.491,6.622,-0.042,0.971,0.081
1638655325572,2021-12-04T16:02:05.572,6.703,-0.138,1.134,0.213
1638655325652,2021-12-04T16:02:05.652,6.783,-0.037,0.991,0.503
1638655325733,2021-12-04T16:02:05.733,6.864,-0.101,0.896,0.313
1638655325815,2021-12-04T16:02:05.815,6.946,0.112,0.917,0.251
1638655325896,2021-12-04T16:02:05.896,7.027,-0.178,0.863,0.196
1638655325976,2021-12-04T16:02:05.976,7.107,-0.111,0.992,0.142
1638655326057,2021-12-04T16:02:06.057,7.188,-0.010,0.927,0.107
1638655326137,2021-12-04T16:02:06.137,7.268,-0.187,1.086,0.223
1638655326218,2021-12-04T16:02:06.218,7.349,-0.019,1.114,0.509
1638655326298,2021-12-04T16:02:06.298,7.429,-0.069,0.779,0.312
1638655326379,2021-12-04T16:02:06.379,7.510,-0.258,1.026,0.270
1638655326461,2021-12-04T16:02:06.461,7.592,-0.076,0.856,0.267
1638655326542,2021-12-04T16:02:06.542,7.673,-0.133,0.906,0.188
1638655326622,2021-12-04T16:02:06.622,7.753,-0.104,0.951,0.147
1638655326703,2021-12-04T16:02:06.703,7.834,-0.059,0.977,0.184
1638655326783,2021-12-04T16:02:06.783,7.914,-0.164,1.042,0.110
1638655326864,2021-12-04T16:02:06.864,7.995,-0.023,1.224,0.297
1638655326944,2021-12-04T16:02:06.944,8.075,-0.071,0.763,0.350
1638655327026,2021-12-04T16:02:07.026,8.157,0.072,0.927,0.368
1638655327107,2021-12-04T16:02:07.107,8.238,-0.039,1.064,0.268
1638655327188,2021-12-04T16:02:07.188,8.319,-0.101,0.841,0.238
1638655327268,2021-12-04T16:02:07.268,8.399,-0.017,0.953,0.248
1638655327349,2021-12-04T16:02:07.349,8.480,-0.006,0.954,0.231
1638655327429,2021-12-04T16:02:07.429,8.560,0.029,0.925,0.206
1638655327510,2021-12-04T16:02:07.510,8.641,-0.093,0.963,0.213
1638655327590,2021-12-04T16:02:07.590,8.721,-0.101,1.018,0.291
1638655327672,2021-12-04T16:02:07.672,8.803,-0.046,0.920,0.323
1638655327753,2021-12-04T16:02:07.753,8.884,-0.169,0.963,0.385
1638655327834,2021-12-04T16:02:07.834,8.965,-0.281,0.995,0.308
1638655327914,2021-12-04T16:02:07.914,9.045,-0.135,0.982,0.275
1638655327995,2021-12-04T16:02:07.995,9.126,-0.090,0.894,0.301
1638655328075,2021-12-04T16:02:08.075,9.206,-0.145,0.909,0.279
1638655328156,2021-12-04T16:02:08.156,9.287,-0.126,0.936,0.243
1638655328236,2021-12-04T16:02:08.236,9.367,-0.040,0.944,0.296
1638655328318,2021-12-04T16:02:08.318,9.449,-0.047,0.936,0.320
1638655328399,2021-12-04T16:02:08.399,9.530,-0.108,0.900,0.266
1638655328480,2021-12-04T16:02:08.480,9.611,-0.079,0.931,0.257
1638655328560,2021-12-04T16:02:08.560,9.691,-0.052,0.980,0.253
1638655328641,2021-12-04T16:02:08.641,9.772,-0.164,1.026,0.153
1638655328721,2021-12-04T16:02:08.721,9.852,-0.070,1.002,0.205
1638655328802,2021-12-04T16:02:08.802,9.933,-0.092,0.959,0.204
1638655328884,2021-12-04T16:02:08.884,10.015,-0.107,0.988,0.175
1638655328964,2021-12-04T16:02:08.964,10.095,-0.119,0.979,0.183
1638655329045,2021-12-04T16:02:09.045,10.176,-0.072,0.971,0.199
1638655329126,2021-12-04T16:02:09.126,10.257,-0.103,0.964,0.178
1638655329206,2021-12-04T16:02:09.206,10.337,-0.107,0.963,0.165
1638655329287,2021-12-04T16:02:09.287,10.418,-0.102,0.990,0.164
1638655329367,2021-12-04T16:02:09.367,10.498,-0.103,0.970,0.183
1638655329448,2021-12-04T16:02:09.448,10.579,-0.037,0.960,0.195
1638655329530,2021-12-04T16:02:09.530,10.661,-0.049,0.961,0.192
1638655329610,2021-12-04T16:02:09.610,10.741,-0.058,0.985,0.187
1638655329691,2021-12-04T16:02:09.691,10.822,-0.025,0.980,0.200
1638655329772,2021-12-04T16:02:09.772,10.903,-0.007,0.968,0.206
1638655329852,2021-12-04T16:02:09.852,10.983,-0.002,0.962,0.209
1638655329933,2021-12-04T16:02:09.933,11.064,-0.006,0.970,0.209
1638655330013,2021-12-04T16:02:10.013,11.144,0.004,0.987,0.211
1638655330094,2021-12-04T16:02:10.094,11.225,-0.018,0.980,0.206
1638655330176,2021-12-04T16:02:10.176,11.307,-0.032,0.954,0.209
1638655330256,2021-12-04T16:02:10.256,11.387,-0.074,0.960,0.220
1638655330337,2021-12-04T16:02:10.337,11.468,-0.075,0.948,0.213
1638655330418,2021-12-04T16:02:10.418,11.549,-0.027,0.956,0.207
1638655330498,2021-12-04T16:02:10.498,11.629,-0.019,0.966,0.223
1638655330579,2021-12-04T16:02:10.579,11.710,-0.058,0.942,0.238
1638655330659,2021-12-04T16:02:10.659,11.790,-0.073,0.931,0.227
1638655330741,2021-12-04T16:02:10.741,11.872,-0.084,0.961,0.192
1638655330822,2021-12-04T16:02:10.822,11.953,-0.100,1.030,0.167
1638655330902,2021-12-04T16:02:10.902,12.033,-0.103,1.019,0.167
1638655330983,2021-12-04T16:02:10.983,12.114,-0.038,0.967,0.182
1638655331064,2021-12-04T16:02:11.064,12.195,-0.007,0.970,0.187
1638655331144,2021-12-04T16:02:11.144,12.275,-0.034,0.980,0.170
1638655331225,2021-12-04T16:02:11.225,12.356,-0.060,0.998,0.146
1638655331305,2021-12-04T16:02:11.305,12.436,-0.054,0.991,0.155
1638655331387,2021-12-04T16:02:11.387,12.518,-0.003,0.954,0.172
1638655331468,2021-12-04T16:02:11.468,12.599,0.018,0.965,0.169
1638655331548,2021-12-04T16:02:11.548,12.679,-0.002,0.984,0.160
1638655331629,2021-12-04T16:02:11.629,12.760,-0.049,0.983,0.166
1638655331710,2021-12-04T16:02:11.710,12.841,-0.025,0.981,0.167
1638655331790,2021-12-04T16:02:11.790,12.921,-0.005,0.974,0.169
1644946787869,2022-02-15T11:39:47.869,6291469.000,-0.011,0.969,0.170
1644946787950,2022-02-15T11:39:47.950,6291469.500,-0.010,0.980,0.163
1644946788032,2022-02-15T11:39:48.032,6291469.500,-0.013,0.990,0.154
1644946788112,2022-02-15T11:39:48.112,6291469.500,-0.008,0.977,0.160
1644946788193,2022-02-15T11:39:48.193,6291469.500,0.002,0.977,0.161
1644946788273,2022-02-15T11:39:48.273,6291469.500,0.001,0.971,0.158
1644946788354,2022-02-15T11:39:48.354,6291469.500,-0.007,0.974,0.162
1644946788434,2022-02-15T11:39:48.434,6291469.500,-0.009,0.982,0.160
1644946788515,2022-02-15T11:39:48.515,6291470.000,-0.011,0.978,0.155
1644946788597,2022-02-15T11:39:48.597,6291470.000,-0.014,0.982,0.148
1644946788678,2022-02-15T11:39:48.678,6291470.000,0.001,0.985,0.149
1644946788758,2022-02-15T11:39:48.758,6291470.000,-0.004,0.979,0.142
1644946788839,2022-02-15T11:39:48.839,6291470.000,-0.009,0.988,0.137
1644946788919,2022-02-15T11:39:48.919,6291470.000,-0.004,0.974,0.140
1644946789000,2022-02-15T11:39:49.000,6291470.500,-0.005,0.979,0.139
1644946789080,2022-02-15T11:39:49.080,6291470.500,-0.004,0.975,0.140
1644946789161,2022-02-15T11:39:49.161,6291470.500,-0.008,0.981,0.136
1644946789243,2022-02-15T11:39:49.243,6291470.500,-0.009,0.980,0.137
1644946789324,2022-02-15T11:39:49.324,6291470.500,-0.012,0.982,0.137
1644946789404,2022-02-15T11:39:49.404,6291470.500,-0.014,0.984,0.133
1644946789485,2022-02-15T11:39:49.485,6291471.000,-0.013,0.982,0.133
1644946789565,2022-02-15T11:39:49.565,6291471.000,-0.014,0.980,0.137
1644946789646,2022-02-15T11:39:49.646,6291471.000,-0.010,0.986,0.137
1644946789726,2022-02-15T11:39:49.726,6291471.000,-0.008,0.986,0.133
1644946789807,2022-02-15T11:39:49.807,6291471.000,-0.015,0.984,0.133
1644946789889,2022-02-15T11:39:49.889,6291471.000,-0.015,0.984,0.134
1644946789970,2022-02-15T11:39:49.970,6291471.000,-0.009,0.975,0.138
1644946790050,2022-02-15T11:39:50.050,6291471.500,-0.005,0.979,0.139
1644946790131,2022-02-15T11:39:50.131,6291471.500,-0.007,0.977,0.141
1644946790211,2022-02-15T11:39:50.211,6291471.500,-0.008,0.983,0.143
1644946790292,2022-02-15T11:39:50.292,6291471.500,-0.009,0.984,0.142
1644946790372,2022-02-15T11:39:50.372,6291471.500,-0.013,0.981,0.144
1644946790455,2022-02-15T11:39:50.455,6291471.500,-0.009,0.978,0.144
1644946790535,2022-02-15T11:39:50.535,6291472.000,-0.008,0.979,0.142
1644946790616,2022-02-15T11:39:50.616,6291472.000,-0.010,0.982,0.142
1644946790696,2022-02-15T11:39:50.696,6291472.000,-0.009,0.981,0.142
1644946790777,2022-02-15T11:39:50.777,6291472.000,-0.007,0.981,0.143
1644946790857,2022-02-15T11:39:50.857,6291472.000,-0.008,0.980,0.144
1644946790938,2022-02-15T11:39:50.938,6291472.000,-0.011,0.982,0.143
1644946791018,2022-02-15T11:39:51.018,6291472.500,-0.010,0.979,0.146
1644946791100,2022-02-15T11:39:51.100,6291472.500,-0.008,0.978,0.146
1644946791181,2022-02-15T11:39:51.181,6291472.500,-0.009,0.981,0.144
1644946791262,2022-02-15T11:39:51.262,6291472.500,-0.013,0.979,0.144
1644946791342,2022-02-15T11:39:51.342,6291472.500,-0.014,0.978,0.145
1644946791423,2022-02-15T11:39:51.423,6291472.500,-0.012,0.980,0.146
1644946791503,2022-02-15T11:39:51.503,6291472.500,-0.014,0.982,0.143
1644946791584,2022-02-15T11:39:51.584,6291473.000,-0.018,0.981,0.142
1644946791666,2022-02-15T11:39:51.666,6291473.000,-0.016,0.979,0.142
1644946791746,2022-02-15T11:39:51.746,6291473.000,-0.017,0.979,0.141
1644946791827,2022-02-15T11:39:51.827,6291473.000,-0.017,0.980,0.140
1644946791908,2022-02-15T11:39:51.908,6291473.000,-0.020,0.981,0.137
1644946791988,2022-02-15T11:39:51.988,6291473.000,-0.019,0.981,0.136
1644946792069,2022-02-15T11:39:52.069,6291473.500,-0.019,0.982,0.135
1644946792149,2022-02-15T11:39:52.149,6291473.500,-0.021,0.984,0.132
1644946792230,2022-02-15T11:39:52.230,6291473.500,-0.022,0.979,0.133
1644946792312,2022-02-15T11:39:52.312,6291473.500,-0.020,0.977,0.133
1644946792392,2022-02-15T11:39:52.392,6291473.500,-0.019,0.985,0.129
1644946792473,2022-02-15T11:39:52.473,6291473.500,-0.019,0.983,0.130
1644946792554,2022-02-15T11:39:52.554,6291474.000,-0.020,0.980,0.132
1644946792634,2022-02-15T11:39:52.634,6291474.000,-0.017,0.982,0.129
1644946792715,2022-02-15T11:39:52.715,6291474.000,-0.019,0.985,0.125
1644946792795,2022-02-15T11:39:52.795,6291474.000,-0.020,0.984,0.124
1644946792876,2022-02-15T11:39:52.876,6291474.000,-0.019,0.982,0.123
1644946792958,2022-02-15T11:39:52.958,6291474.000,-0.021,0.986,0.121
1644946793038,2022-02-15T11:39:53.038,6291474.000,-0.023,0.983,0.120
1644946793119,2022-02-15T11:39:53.119,6291474.500,-0.027,0.973,0.118
1644946793200,2022-02-15T11:39:53.200,6291474.500,-0.028,0.954,0.111
1644946793280,2022-02-15T11:39:53.280,6291474.500,-0.025,0.982,0.093
1644946793361,2022-02-15T11:39:53.361,6291474.500,-0.002,1.038,0.076
1644946793441,2022-02-15T11:39:53.441,6291474.500,-0.005,1.003,0.083
1644946793523,2022-02-15T11:39:53.523,6291474.500,0.001,0.980,0.094
1644946793604,2022-02-15T11:39:53.604,6291475.000,0.010,0.985,0.101
1644946793684,2022-02-15T11:39:53.684,6291475.000,0.016,0.998,0.105
1644946793765,2022-02-15T11:39:53.765,6291475.000,0.016,0.990,0.116
1644946793846,2022-02-15T11:39:53.846,6291475.000,0.019,0.975,0.128
